DSL Id,Current RCA Value,Primary IP,DSL ID:RCA:IP,HUB,Circle
012914617330_dsl,VTA-U-409600-1024-NA-1113-R,122.176.46.217,012914617330_dsl:VTA-U-409600-1024-NA-1113-R:122.176.46.217,North,Haryana
012414354415_dsl,VTA-U-409600-1024-NA-969-R,122.176.46.214,012414354415_dsl:VTA-U-409600-1024-NA-969-R:122.176.46.214,North,Haryana
01244117150_dsl,VTA-U-409600-1024-NA-855-R,122.176.46.108,01244117150_dsl:VTA-U-409600-1024-NA-855-R:122.176.46.108,North,Haryana
01145035663_dsl,VTA-U-409600-1024-NA-823-R,122.176.44.14,01145035663_dsl:VTA-U-409600-1024-NA-823-R:122.176.44.14,North,Delhi
01146547912_dsl,VTA-U-409600-1024-NA-1250-R,122.176.43.80,01146547912_dsl:VTA-U-409600-1024-NA-1250-R:122.176.43.80,North,Delhi
01194063383_dsl,VTA-U-409600-1024-NA-1184-E,122.176.43.149,01194063383_dsl:VTA-U-409600-1024-NA-1184-E:122.176.43.149,North,Haryana
01244225164_dsl,VTA-U-1024000-1024-NA-1250-R,122.176.42.84,01244225164_dsl:VTA-U-1024000-1024-NA-1250-R:122.176.42.84,North,Haryana
01191323491_dsl,VTA-U-409600-1024-NA-830-E,122.176.41.253,01191323491_dsl:VTA-U-409600-1024-NA-830-E:122.176.41.253,North,Delhi
01192494704_dsl,VTA-U-409600-1024-NA-160-R,122.176.41.242,01192494704_dsl:VTA-U-409600-1024-NA-160-R:122.176.41.242,North,Delhi
01193914882_dsl,VTA-U-409600-1024-NA-1124-R,122.176.41.160,01193914882_dsl:VTA-U-409600-1024-NA-1124-R:122.176.41.160,North,Delhi
01193890696_dsl,VTA-U-409600-1024-NA-1050-R,122.176.41.124,01193890696_dsl:VTA-U-409600-1024-NA-1050-R:122.176.41.124,North,Delhi
012425929891_dsl,VTA-U-409600-1024-NA-713-E,122.176.41.117,012425929891_dsl:VTA-U-409600-1024-NA-713-E:122.176.41.117,North,Haryana
01187524363_dsl,VTA-U-24576-1024-NA-150-R,122.176.39.196,01187524363_dsl:VTA-U-24576-1024-NA-150-R:122.176.39.196,North,Delhi
01169521883_dsl,VTA-U-409600-1024-NA-100-R,122.176.39.109,01169521883_dsl:VTA-U-409600-1024-NA-100-R:122.176.39.109,North,Delhi
01204138226_dsl,VTA-U-409600-1024-NA-229-R,122.176.38.85,01204138226_dsl:VTA-U-409600-1024-NA-229-R:122.176.38.85,North,U.P West
012134218870_dsl,VTA-U-409600-1024-NA-452-E,122.176.38.75,012134218870_dsl:VTA-U-409600-1024-NA-452-E:122.176.38.75,North,North - UP West
01204233035_dsl,VTA-U-409600-1024-NA-949-E,122.176.38.11,01204233035_dsl:VTA-U-409600-1024-NA-949-E:122.176.38.11,North,Haryana
01145533247_dsl,VTA-U-81922-1024-NA-932-E,122.176.37.224,01145533247_dsl:VTA-U-81922-1024-NA-932-E:122.176.37.224,North,Delhi
01147075780_dsl,VTA-U-163841-1024-NA-302-R,122.176.37.210,01147075780_dsl:VTA-U-163841-1024-NA-302-R:122.176.37.210,North,Delhi
gyaneshwar_del,VTA-U-81922-1024-NA-754-R,122.176.37.146,gyaneshwar_del:VTA-U-81922-1024-NA-754-R:122.176.37.146,North,Delhi
01204151589_dsl,VTA-U-409600-1024-NA-548-R,122.176.34.51,01204151589_dsl:VTA-U-409600-1024-NA-548-R:122.176.34.51,North,U.P West
01244108008_dsl,VTA-U-163841-1024-NA-909-E,122.176.33.83,01244108008_dsl:VTA-U-163841-1024-NA-909-E:122.176.33.83,North,Haryana
01146620072_dsl,VTA-U-409600-1024-NA-909-R,122.176.33.210,01146620072_dsl:VTA-U-409600-1024-NA-909-R:122.176.33.210,North,Delhi
01160394025_dsl,VTA-U-1024000-1024-NA-4333-R,122.176.29.185,01160394025_dsl:VTA-U-1024000-1024-NA-4333-R:122.176.29.185,North,Delhi
01196423072_dsl,VTA-U-409600-1024-NA-753-R,122.176.28.238,01196423072_dsl:VTA-U-409600-1024-NA-753-R:122.176.28.238,North,Delhi
01147511323_dsl,VTA-U-409600-1024-NA-1211-E,122.176.28.122,01147511323_dsl:VTA-U-409600-1024-NA-1211-E:122.176.28.122,North,Haryana
01146089331_dsl,VTA-U-409600-1024-NA-715-R,122.176.28.104,01146089331_dsl:VTA-U-409600-1024-NA-715-R:122.176.28.104,North,Delhi
03363275117_dsl,VTA-U-409600-1024-NA-1185-R,122.176.25.240,03363275117_dsl:VTA-U-409600-1024-NA-1185-R:122.176.25.240,North,Kolkata
03392581792_dsl,VTA-U-409600-1024-NA-235-R,122.176.24.106,03392581792_dsl:VTA-U-409600-1024-NA-235-R:122.176.24.106,North,Kolkata
01165294855_dsl,VTA-U-409600-1024-NA-500-R,122.176.23.193,01165294855_dsl:VTA-U-409600-1024-NA-500-R:122.176.23.193,North,Delhi
01244030636_dsl,VTA-U-40960-1024-NA-1162-E,122.176.23.114,01244030636_dsl:VTA-U-40960-1024-NA-1162-E:122.176.23.114,North,Haryana
01145518534_dsl,VTA-U-409600-1024-NA-221-R,122.176.22.225,01145518534_dsl:VTA-U-409600-1024-NA-221-R:122.176.22.225,North,Delhi
01204271608_dsl,VTA-U-40960-1024-NA-1156-R,122.176.21.60,01204271608_dsl:VTA-U-40960-1024-NA-1156-R:122.176.21.60,North,U.P West
01204136245_dsl,VTA-U-20480-512-NA-674-E,122.176.21.197,01204136245_dsl:VTA-U-20480-512-NA-674-E:122.176.21.197,North,U.P West
01244235850_dsl,VTA-U-163841-1024-NA-637-R,122.176.19.99,01244235850_dsl:VTA-U-163841-1024-NA-637-R:122.176.19.99,North,Haryana
01244225309_dsl,VTA-U-1024000-1024-NA-854-R,122.176.19.131,01244225309_dsl:VTA-U-1024000-1024-NA-854-R:122.176.19.131,North,Haryana
01244257138_dsl,VTA-U-20480-1024-NA-241-R,122.176.18.65,01244257138_dsl:VTA-U-20480-1024-NA-241-R:122.176.18.65,North,Haryana
01140610059_dsl,VTA-U-163841-1024-NA-474-R,122.176.16.93,01140610059_dsl:VTA-U-163841-1024-NA-474-R:122.176.16.93,North,Delhi
01204218960_dsl,VTA-U-40960-1024-NA-617-R,122.176.123.227,01204218960_dsl:VTA-U-40960-1024-NA-617-R:122.176.123.227,North,U.P West
01145579874_dsl,VTA-U-81922-1024-NA-201-R,122.176.123.211,01145579874_dsl:VTA-U-81922-1024-NA-201-R:122.176.123.211,North,Delhi
01204139478_dsl,VTA-U-24576-1024-NA-1200-R,122.176.122.99,01204139478_dsl:VTA-U-24576-1024-NA-1200-R:122.176.122.99,North,U.P West
01204122901_dsl,VTA-U-24576-1024-NA-1082-R,122.176.122.53,01204122901_dsl:VTA-U-24576-1024-NA-1082-R:122.176.122.53,North,U.P West
01145044753_dsl,VTA-U-409600-1024-NA-294-R,122.176.122.48,01145044753_dsl:VTA-U-409600-1024-NA-294-R:122.176.122.48,North,Delhi
01294063142,VTA-U-20480-1024-NA-1255-R,122.176.122.107,01294063142:VTA-U-20480-1024-NA-1255-R:122.176.122.107,North,Haryana
rpsingh_hry,VTA-U-409600-1024-NA-463-E,122.176.121.22,rpsingh_hry:VTA-U-409600-1024-NA-463-E:122.176.121.22,North,Haryana
01246128431_dsl,VTA-U-163841-1024-NA-996-E,122.176.120.78,01246128431_dsl:VTA-U-163841-1024-NA-996-E:122.176.120.78,North,Haryana
premn_hry,VTA-U-409600-1024-NA-505-R,122.176.120.62,premn_hry:VTA-U-409600-1024-NA-505-R:122.176.120.62,North,Haryana
01244275469_dsl,VTA-U-20480-512-NA-1090-R,122.176.120.39,01244275469_dsl:VTA-U-20480-512-NA-1090-R:122.176.120.39,North,Haryana
01245010855,VTA-U-409600-1024-NA-458-R,122.176.120.171,01245010855:VTA-U-409600-1024-NA-458-R:122.176.120.171,North,Haryana
01147096465_dsl,VTA-U-409600-1024-NA-564-R,122.176.118.86,01147096465_dsl:VTA-U-409600-1024-NA-564-R:122.176.118.86,North,Delhi
01142440926_dsl,VTA-U-409600-1024-NA-637-R,122.176.118.109,01142440926_dsl:VTA-U-409600-1024-NA-637-R:122.176.118.109,North,Delhi
01191904733_dsl,VTA-U-163841-1024-NA-877-E,122.176.116.79,01191904733_dsl:VTA-U-163841-1024-NA-877-E:122.176.116.79,North,Delhi
01145086320_dsl,VTA-U-409600-1024-NA-1183-R,122.176.116.60,01145086320_dsl:VTA-U-409600-1024-NA-1183-R:122.176.116.60,North,Haryana
01147015860_dsl,VTA-U-20480-512-NA-1236-E,122.176.116.57,01147015860_dsl:VTA-U-20480-512-NA-1236-E:122.176.116.57,North,Haryana
01194063400_dsl,VTA-U-163841-1024-NA-1048-E,122.176.116.39,01194063400_dsl:VTA-U-163841-1024-NA-1048-E:122.176.116.39,North,Delhi
01193516104_dsl,VTA-U-409600-1024-NA-1104-E,122.176.116.118,01193516104_dsl:VTA-U-409600-1024-NA-1104-E:122.176.116.118,North,Delhi
01204120487_dsl,VTA-U-40960-1024-NA-944-R,122.176.115.225,01204120487_dsl:VTA-U-40960-1024-NA-944-R:122.176.115.225,North,U.P West
01245088652,VTA-U-81922-1024-NA-695-R,122.176.114.109,01245088652:VTA-U-81922-1024-NA-695-R:122.176.114.109,North,Haryana
01146536084_dsl,VTA-U-163841-1024-NA-288-R,122.176.113.176,01146536084_dsl:VTA-U-163841-1024-NA-288-R:122.176.113.176,North,Delhi
012938134996_dsl,VTA-U-20480-1024-NA-1080-R,122.176.111.3,012938134996_dsl:VTA-U-20480-1024-NA-1080-R:122.176.111.3,North,Haryana
01295048594,VTA-U-20480-1024-NA-1230-R,122.176.106.186,01295048594:VTA-U-20480-1024-NA-1230-R:122.176.106.186,North,Haryana
02069456963_mh,,122.170.114.242,02069456963_mh::122.170.114.242,West,Maharastra
07984905365_mh,VTA-U-163841-1024-NA-395-R,122.169.110.207,07984905365_mh:VTA-U-163841-1024-NA-395-R:122.169.110.207,West,Gujarat
07987026733_mh,VTA-U-163841-1024-NA-3333-R,122.169.102.231,07987026733_mh:VTA-U-163841-1024-NA-3333-R:122.169.102.231,West,Gujarat
02284522415_mh,VTA-U-409600-1024-NA-110-R,122.169.102.200,02284522415_mh:VTA-U-409600-1024-NA-110-R:122.169.102.200,West,Mumbai
07554272468_mp,VTA-U-40960-1024-NA-3340-R,122.168.199.90,07554272468_mp:VTA-U-40960-1024-NA-3340-R:122.168.199.90,West,MP
07752418283_dsl,VTA-U-10241-512-NA-989-E,122.168.199.88,07752418283_dsl:VTA-U-10241-512-NA-989-E:122.168.199.88,West,MP
07554226356_dsl,VTA-U-409600-1024-NA-3333-R,122.168.199.238,07554226356_dsl:VTA-U-409600-1024-NA-3333-R:122.168.199.238,West,MP
mpb2663778_dsl,VTA-U-163841-1024-NA-712-E,122.168.199.185,mpb2663778_dsl:VTA-U-163841-1024-NA-712-E:122.168.199.185,West,MP
07554202173_dsl,VTA-U-20480-1024-NA-613-R,122.168.199.171,07554202173_dsl:VTA-U-20480-1024-NA-613-R:122.168.199.171,West,MP
07554251773_mp,VTA-U-81922-1024-NA-431-R,122.168.199.143,07554251773_mp:VTA-U-81922-1024-NA-431-R:122.168.199.143,West,MP
07554004080_dsl,VTA-U-409600-1024-NA-493-R,122.168.199.141,07554004080_dsl:VTA-U-409600-1024-NA-493-R:122.168.199.141,West,MP
075513972809_mp,VTA-U-409600-1024-NA-671-R,122.168.199.107,075513972809_mp:VTA-U-409600-1024-NA-671-R:122.168.199.107,West,MP
07314227504_mp,VTA-U-163841-1024-NA-917-R,122.168.198.86,07314227504_mp:VTA-U-163841-1024-NA-917-R:122.168.198.86,West,MP
07314045854_dsl,VTA-U-163841-1024-NA-471-E,122.168.198.84,07314045854_dsl:VTA-U-163841-1024-NA-471-E:122.168.198.84,West,MP
073131216569_dsl,VTA-U-409600-1024-NA-719-E,122.168.198.27,073131216569_dsl:VTA-U-409600-1024-NA-719-E:122.168.198.27,West,MP
07314069143_dsl,VTA-U-40960-512-NA-731-E,122.168.198.229,07314069143_dsl:VTA-U-40960-512-NA-731-E:122.168.198.229,West,MP
07314214037_mp,VTA-U-163841-1024-NA-408-E,122.168.198.184,07314214037_mp:VTA-U-163841-1024-NA-408-E:122.168.198.184,West,MP
07314071976_mp,VTA-U-20480-512-NA-211-E,122.168.198.180,07314071976_mp:VTA-U-20480-512-NA-211-E:122.168.198.180,West,MP
07314213945_mp,VTA-U-409600-1024-NA-1525-R,122.168.198.134,07314213945_mp:VTA-U-409600-1024-NA-1525-R:122.168.198.134,West,MP
07314274342_mp,VTA-U-163841-1024-NA-613-E,122.168.198.126,07314274342_mp:VTA-U-163841-1024-NA-613-E:122.168.198.126,West,MP
07554002090_dsl,VTA-U-409600-1024-NA-637-E,122.168.197.254,07554002090_dsl:VTA-U-409600-1024-NA-637-E:122.168.197.254,West,MP
075514669300_dsl,VTA-U-40960-1024-NA-3340-R,122.168.197.127,075514669300_dsl:VTA-U-40960-1024-NA-3340-R:122.168.197.127,West,MP
07557377743_dsl,VTA-U-1024000-1024-NA-1500-R,122.168.197.100,07557377743_dsl:VTA-U-1024000-1024-NA-1500-R:122.168.197.100,West,MP
073126106151_dsl,VTA-U-163841-1024-NA-696-E,122.168.196.87,073126106151_dsl:VTA-U-163841-1024-NA-696-E:122.168.196.87,West,MP
073113773501_mp,VTA-U-40960-512-NA-1026-R,122.168.196.75,073113773501_mp:VTA-U-40960-512-NA-1026-R:122.168.196.75,West,MP
07314293672_mp,VTA-U-163841-1024-NA-640-E,122.168.196.68,07314293672_mp:VTA-U-163841-1024-NA-640-E:122.168.196.68,West,MP
07314047657_mp,VTA-U-20480-1024-NA-379-R,122.168.196.4,07314047657_mp:VTA-U-20480-1024-NA-379-R:122.168.196.4,West,MP
07314246385_mp,VTA-U-20480-1024-NA-560-R,122.168.196.176,07314246385_mp:VTA-U-20480-1024-NA-560-R:122.168.196.176,West,MP
7315068788_mp,VTA-U-163841-1024-NA-1500-R,122.168.196.175,7315068788_mp:VTA-U-163841-1024-NA-1500-R:122.168.196.175,West,MP
07314275710_mp,VTA-U-10241-512-NA-210-E,122.168.196.158,07314275710_mp:VTA-U-10241-512-NA-210-E:122.168.196.158,West,MP
073110978141,VTA-U-20480-512-NA-520-E,122.168.196.145,073110978141:VTA-U-20480-512-NA-520-E:122.168.196.145,West,MP
07314094442_dsl,VTA-U-409600-1024-NA-122-R,122.168.196.141,07314094442_dsl:VTA-U-409600-1024-NA-122-R:122.168.196.141,West,MP
07272403261_mp,VTA-U-20480-1024-NA-700-R,122.168.195.30,07272403261_mp:VTA-U-20480-1024-NA-700-R:122.168.195.30,West,MP
076621222155_dsl,VTA-U-20480-1024-NA-899-R,122.168.195.24,076621222155_dsl:VTA-U-20480-1024-NA-899-R:122.168.195.24,West,MP
07557547813_dsl,VTA-U-20480-1024-NA-59-E,122.168.195.234,07557547813_dsl:VTA-U-20480-1024-NA-59-E:122.168.195.234,West,MP
07554236344_mp,VTA-U-409600-1024-NA-232-E,122.168.195.156,07554236344_mp:VTA-U-409600-1024-NA-232-E:122.168.195.156,West,MP
07314037288_mp,VTA-U-409600-1024-NA-633-R,122.168.195.108,07314037288_mp:VTA-U-409600-1024-NA-633-R:122.168.195.108,West,MP
073110986453,VTA-U-163841-1024-NA-1007-E,122.168.195.105,073110986453:VTA-U-163841-1024-NA-1007-E:122.168.195.105,West,MP
07554265417_mp,VTA-U-409600-1024-NA-1325-R,122.168.194.85,07554265417_mp:VTA-U-409600-1024-NA-1325-R:122.168.194.85,West,MP
07314038479_mp,VTA-U-24576-1024-NA-167-R,122.168.194.84,07314038479_mp:VTA-U-24576-1024-NA-167-R:122.168.194.84,West,MP
07314268960_dsl,VTA-U-81922-1024-NA-120-E,122.168.194.247,07314268960_dsl:VTA-U-81922-1024-NA-120-E:122.168.194.247,West,MP
07292400760_mp,VTA-U-20480-512-NA-510-E,122.168.194.191,07292400760_mp:VTA-U-20480-512-NA-510-E:122.168.194.191,West,MP
07314076519_mp,VTA-U-409600-1024-NA-203-R,122.168.194.157,07314076519_mp:VTA-U-409600-1024-NA-203-R:122.168.194.157,West,MP
07314249712_mp,VTA-U-40960-512-NA-287-E,122.168.194.148,07314249712_mp:VTA-U-40960-512-NA-287-E:122.168.194.148,West,MP
07314034555_mp,VTA-U-81922-512-NA-210-E,122.168.194.105,07314034555_mp:VTA-U-81922-512-NA-210-E:122.168.194.105,West,MP
077134622545_dsl,VTA-U-163841-1024-NA-565-R,122.168.190.187,077134622545_dsl:VTA-U-163841-1024-NA-565-R:122.168.190.187,West,MP
07314042642_mp,VTA-U-409600-1024-NA-685-R,122.168.190.151,07314042642_mp:VTA-U-409600-1024-NA-685-R:122.168.190.151,West,MP
07614032436_dsl,VTA-U-40960-1024-NA-421-R,122.168.127.82,07614032436_dsl:VTA-U-40960-1024-NA-421-R:122.168.127.82,West,MP
07614018839_dsl,VTA-U-40960-512-NA-197-E,122.168.127.66,07614018839_dsl:VTA-U-40960-512-NA-197-E:122.168.127.66,West,MP
07614007177_mp,VTA-U-20480-1024-NA-856-R,122.168.127.230,07614007177_mp:VTA-U-20480-1024-NA-856-R:122.168.127.230,West,MP
07614069821_dsl,VTA-U-40960-1024-NA-805-R,122.168.127.202,07614069821_dsl:VTA-U-40960-1024-NA-805-R:122.168.127.202,West,MP
072921285121_dsl,VTA-U-40960-1024-NA-582-R,122.168.127.165,072921285121_dsl:VTA-U-40960-1024-NA-582-R:122.168.127.165,West,MP
07292401087_mp,VTA-U-40960-1024-NA-452-R,122.168.127.137,07292401087_mp:VTA-U-40960-1024-NA-452-R:122.168.127.137,West,MP
073121390483_dsl,VTA-U-163841-1024-NA-538-E,122.168.126.73,073121390483_dsl:VTA-U-163841-1024-NA-538-E:122.168.126.73,West,MP
07554000353_mp,VTA-U-81922-1024-NA-1009-R,122.168.126.57,07554000353_mp:VTA-U-81922-1024-NA-1009-R:122.168.126.57,West,MP
07514034098_dsl,VTA-U-20480-512-NA-440-R,122.168.126.52,07514034098_dsl:VTA-U-20480-512-NA-440-R:122.168.126.52,West,MP
077521421112_dsl,VTA-U-20480-1024-NA-520-R,122.168.126.225,077521421112_dsl:VTA-U-20480-1024-NA-520-R:122.168.126.225,West,MP
074231109772_dsl,VTA-U-40960-512-NA-887-E,122.168.126.186,074231109772_dsl:VTA-U-40960-512-NA-887-E:122.168.126.186,West,MP
077137440552_dsl,VTA-U-20480-1024-NA-194-E,122.168.126.177,077137440552_dsl:VTA-U-20480-1024-NA-194-E:122.168.126.177,West,MP
07514077580_dsl,VTA-U-24576-1024-NA-1090-R,122.168.126.164,07514077580_dsl:VTA-U-24576-1024-NA-1090-R:122.168.126.164,West,MP
07514054092_mp,VTA-U-24576-1024-NA-1181-R,122.168.126.128,07514054092_mp:VTA-U-24576-1024-NA-1181-R:122.168.126.128,West,MP
07514013317_dsl,VTA-U-10241-512-NA-370-E,122.168.126.127,07514013317_dsl:VTA-U-10241-512-NA-370-E:122.168.126.127,West,MP
077113028550_dsl,VTA-U-20480-1024-NA-549-R,122.168.126.125,077113028550_dsl:VTA-U-20480-1024-NA-549-R:122.168.126.125,West,MP
07884049495_dsl,VTA-U-163841-1024-NA-204-R,122.168.125.71,07884049495_dsl:VTA-U-163841-1024-NA-204-R:122.168.125.71,West,MP
077127174388_dsl,VTA-U-163841-1024-NA-203-R,122.168.125.66,077127174388_dsl:VTA-U-163841-1024-NA-203-R:122.168.125.66,West,MP
07714011862_dsl,VTA-U-163841-1024-NA-1100-E,122.168.125.62,07714011862_dsl:VTA-U-163841-1024-NA-1100-E:122.168.125.62,West,MP
07884062364_mp,VTA-U-81922-1024-NA-137-R,122.168.125.31,07884062364_mp:VTA-U-81922-1024-NA-137-R:122.168.125.31,West,MP
07412409530_mp,VTA-U-81922-1024-NA-254-R,122.168.125.248,07412409530_mp:VTA-U-81922-1024-NA-254-R:122.168.125.248,West,MP
07884039426_dsl,VTA-U-40960-512-NA-960-E,122.168.125.212,07884039426_dsl:VTA-U-40960-512-NA-960-E:122.168.125.212,West,MP
073111207568,VTA-U-409600-1024-NA-360-R,122.168.125.2,073111207568:VTA-U-409600-1024-NA-360-R:122.168.125.2,West,MP
077134960503_dsl,VTA-U-40960-512-NA-1090-E,122.168.125.185,077134960503_dsl:VTA-U-40960-512-NA-1090-E:122.168.125.185,West,MP
07714268102_dsl,VTA-U-163841-1024-NA-1086-E,122.168.125.124,07714268102_dsl:VTA-U-163841-1024-NA-1086-E:122.168.125.124,West,MP
07314279462_dsl,VTA-U-20480-512-NA-572-E,122.168.125.108,07314279462_dsl:VTA-U-20480-512-NA-572-E:122.168.125.108,West,MP
07314257779_dsl,VTA-U-24576-1024-NA-1381-R,122.168.124.97,07314257779_dsl:VTA-U-24576-1024-NA-1381-R:122.168.124.97,West,MP
07314279598_dsl,VTA-U-81922-512-NA-124-E,122.168.124.90,07314279598_dsl:VTA-U-81922-512-NA-124-E:122.168.124.90,West,MP
073124334326_dsl,VTA-U-20480-1024-NA-521-R,122.168.124.75,073124334326_dsl:VTA-U-20480-1024-NA-521-R:122.168.124.75,West,MP
07314293566_mp,VTA-U-81922-1024-NA-515-R,122.168.124.71,07314293566_mp:VTA-U-81922-1024-NA-515-R:122.168.124.71,West,MP
07480401552_dsl,VTA-U-81922-1024-NA-3333-R,122.168.124.7,07480401552_dsl:VTA-U-81922-1024-NA-3333-R:122.168.124.7,West,MP
07884030671_dsl,VTA-U-163841-1024-NA-1200-E,122.168.124.62,07884030671_dsl:VTA-U-163841-1024-NA-1200-E:122.168.124.62,West,MP
07314083086_mp,VTA-U-163841-1024-NA-559-E,122.168.124.54,07314083086_mp:VTA-U-163841-1024-NA-559-E:122.168.124.54,West,MP
07314088288_mp,VTA-U-20480-1024-NA-653-R,122.168.124.246,07314088288_mp:VTA-U-20480-1024-NA-653-R:122.168.124.246,West,MP
07314274121_dsl,VTA-U-24576-1024-NA-843-E,122.168.124.233,07314274121_dsl:VTA-U-24576-1024-NA-843-E:122.168.124.233,West,MP
07344060565_dsl,VTA-U-40960-1024-NA-763-R,122.168.124.212,07344060565_dsl:VTA-U-40960-1024-NA-763-R:122.168.124.212,West,MP
mp2423694_dsl,VTA-U-40960-1024-NA-400-E,122.168.124.16,mp2423694_dsl:VTA-U-40960-1024-NA-400-E:122.168.124.16,West,MP
07314062596_mp,VTA-U-24576-1024-NA-1173-R,122.168.124.120,07314062596_mp:VTA-U-24576-1024-NA-1173-R:122.168.124.120,West,MP
07556220641_dsl,VTA-U-163841-1024-NA-536-E,122.168.123.75,07556220641_dsl:VTA-U-163841-1024-NA-536-E:122.168.123.75,West,MP
07554289647_mp,VTA-U-163841-1024-NA-1285-E,122.168.123.7,07554289647_mp:VTA-U-163841-1024-NA-1285-E:122.168.123.7,West,MP
07554297602_dsl,VTA-U-409600-1024-NA-1330-R,122.168.123.59,07554297602_dsl:VTA-U-409600-1024-NA-1330-R:122.168.123.59,West,MP
075511182378,VTA-U-163841-1024-NA-1068-E,122.168.123.3,075511182378:VTA-U-163841-1024-NA-1068-E:122.168.123.3,West,MP
07554265026_dsl,VTA-U-409600-1024-NA-1149-R,122.168.123.219,07554265026_dsl:VTA-U-409600-1024-NA-1149-R:122.168.123.219,West,MP
07422656331_dsl,VTA-U-40960-1024-NA-1120-E,122.168.123.167,07422656331_dsl:VTA-U-40960-1024-NA-1120-E:122.168.123.167,West,MP
07617874149_dsl,VTA-U-409600-1024-NA-933-R,122.168.123.155,07617874149_dsl:VTA-U-409600-1024-NA-933-R:122.168.123.155,West,MP
